type,horse,weight,CO2,mpg
Car,196,3875,123.68,71.5
Car,196,3875,126.42,70.4
Car,196,3875,206.5873781,43.1
Car,196,3875,130.0523816,68.6
Car,196,3875,129.30180009999998,69.0
Car,143,3000,244.54,36.2
Car,143,3000,173.55,51.0
Car,143,3000,244.68,36.1
Car,143,3000,172.75,51.3
Car,143,3125,228.08,38.9
Car,143,3125,162.49,54.8
Car,143,3125,164.60341530000002,53.9
Car,143,3125,238.8438656,37.2
Car,143,3125,229.03,38.7
Car,143,3125,162.85,54.4
Car,143,3125,223.62,39.6
Car,143,3125,159.37,55.8
Car,143,3125,225.11,39.4
Car,143,3125,159.24,55.8
Car,143,3125,228.09,38.9
Car,143,3125,163.37,54.4
Car,143,3125,162.74,54.4
Car,143,3125,229.6,38.6
Car,143,3125,161.82654680000002,54.9
Car,143,3125,232.7304028,38.2
Car,143,3125,222.67,39.8
Car,143,3125,157.65,56.1
Car,110,3250,192.82,34.7
Car,110,3250,124.26,53.9
Car,110,3250,194.57,34.3
Car,110,3250,124.28,54.0
Car,143,3000,154.2994228,57.7
Car,143,3000,224.26469390000003,39.7
Car,143,3000,213.48,41.6
Car,143,3000,148.47,59.9
Car,143,3000,214.9,41.3
Car,143,3000,149.67,59.1
Car,143,3000,214.32,41.4
Car,143,3000,149.17,59.5
Car,110,3125,144.35,61.6
Car,110,3125,131.45,67.7
Car,110,3125,145.73,60.7
Car,110,3125,133.35,66.7
Car,110,3125,143.86,61.6
Car,110,3125,131.43,67.7
Car,110,3125,145.92,60.7
Car,110,3125,132.53,66.7
Car,201,3250,335.46,26.5
Car,201,3250,213.34,41.6
Car,201,3250,406.14,21.8
Car,201,3250,366.21,24.2
Car,201,3250,299.32,29.6
Both,185,3750,265.49147830000004,33.6
Both,185,3750,189.89761830000003,47.0
Both,185,3750,256.6122953,34.7
Both,185,3750,186.8714997,47.7
Both,185,3625,252.15,35.2
Both,185,3625,183.9,48.2
Both,185,3625,249.73,35.5
Both,185,3625,184.36,48.2
Both,185,3875,263.68,33.6
Both,185,3875,194.65,45.5
Both,185,3875,265.61,33.3
Both,185,3875,195.29,45.5
Both,185,3875,272.073919,32.8
Both,185,3875,196.1011665,45.5
Both,185,3875,265.6460453,33.5
Both,185,3875,194.0945642,46.0
Both,185,3750,259.6,34.1
Both,185,3750,187.92,47.2
Both,185,3750,261.58,33.8
Both,185,3750,191.56,46.2
Car,135,3000,185.08,48.0
Car,135,3000,159.79,55.5
Car,135,3000,217.03,40.9
Car,135,3000,163.03,54.5
Both,192,4000,320.94,27.7
Both,192,4000,205.07,43.4
Car,278,4250,355.99,25.0
Car,278,4250,213.23,41.8
Car,278,4500,228.53,38.9
Car,278,4500,377.35,23.6
Car,128,2875,208.26,42.6
Car,128,2875,161.95,54.7
Car,128,2875,208.17,42.6
Car,128,2875,161.54,54.8
Car,128,2875,236.26,37.5
Car,128,2875,171.49,51.9
Car,128,2875,232.04,38.2
Car,128,2875,167.74,52.8
Car,130,2875,151.87,58.5
Car,130,2875,198.3511029,45.0
Car,130,2875,197.67,44.8
Car,130,2875,150.82,58.8
Truck,248,4750,371.69,24.0
Truck,248,4750,229.58,38.8
Car,250,4500,250.0,35.4
Car,250,4500,391.89,22.6
Car,250,4750,401.08,22.1
Car,250,4750,250.41,35.4
Car,250,4750,408.1,21.7
Car,250,4750,261.09,34.0
Car,250,5000,420.17,21.1
Car,250,5000,263.25,33.7
Car,310,4250,358.15,24.9
Car,310,4250,206.38,43.2
Car,310,4250,205.82,43.2
Car,310,4250,357.12,25.0
Car,293,4000,359.5251996,24.8
Car,293,4000,221.2527458,40.4
Car,293,4250,375.7709,23.8
Car,293,4250,226.2511,39.6
Car,173,3250,280.8065,31.2
Car,173,3250,177.75900000000001,49.3
Car,173,3125,284.4219,30.9
Car,173,3125,183.3401,47.9
Car,173,3125,285.6865,30.6
Car,173,3125,177.9645,49.2
Car,173,3125,291.3327,30.1
Car,173,3125,185.9381,47.1
Car,173,3250,287.7302,30.4
Car,173,3250,190.3202,46.1
Car,173,3250,192.8838354,46.2
Car,173,3250,286.6533909,31.1
Car,173,3250,291.9675,30.4
Car,173,3250,192.0793,46.3
Car,173,3125,287.3749,30.9
Car,173,3125,186.0638,47.8
Car,145,3125,253.8639,35.2
Car,145,3125,171.8962,51.9
Car,145,3125,254.967,35.0
Car,145,3125,169.0118,52.9
Car,429,4750,481.0397,18.5
Car,429,4750,277.8358,32.0
Car,311,4750,255.0800646,34.9
Car,311,4750,436.0278819,20.4
Car,311,4500,390.11400000000003,22.7
Car,311,4500,222.3062,40.0
Car,420,4750,484.0132,18.3
Car,420,4750,275.9066,32.1
Car,348,3875,452.2789,19.4
Car,348,3875,279.1342,31.4
Car,348,3875,383.4408,22.8
Car,348,3875,504.4056,17.4
Car,348,3875,512.0,17.1
Car,348,3875,376.4183,23.2
Car,348,3875,499.3705,17.5
Car,348,3875,493.4472,17.7
Car,348,3875,434.8942,20.1
Car,348,3875,260.2726,33.7
Car,348,3875,439.2253,19.9
Car,348,3875,254.2506,34.5
Car,348,3875,376.2277,23.2
Car,348,3875,484.80800000000005,18.1
Car,348,3875,474.4901,18.4
Car,348,3875,451.9327,19.4
Car,348,3875,379.2174,23.1
Car,348,3875,516.1408,17.0
Car,348,3875,520.3963,16.8
Car,348,3875,289.2187,30.3
Car,348,3875,455.9223,19.2
Car,348,3875,283.3759,30.9
Car,348,3875,384.2648,22.7
Car,348,3875,526.8304,16.6
Car,348,3875,504.4297,17.3
Car,290,4500,265.2879347,33.7
Car,290,4500,418.6229046,21.3
Car,290,4500,423.62134339999994,20.8
Car,290,4500,389.6984,22.7
Car,290,4500,252.8576,35.1
Car,290,4250,402.6,22.0
Car,290,4250,257.2461,34.6
Car,290,4250,389.81,22.8
Car,290,4250,247.51,35.8
Car,265,4000,365.397,24.0
Car,265,4000,236.2827,37.1
Car,265,4250,384.4865,22.8
Car,265,4250,261.2707,33.6
Car,265,4250,380.8554,23.0
Car,265,4250,256.0844,34.2
Car,187,3875,343.209,25.5
Car,187,3875,231.7676,37.8
Car,190,4000,370.3689,23.7
Car,190,4000,250.40599999999998,35.1
Car,265,4250,368.2011,24.3
Car,265,4250,244.446,36.7
Car,290,4500,422.8205,20.9
Car,290,4500,262.64252999999997,34.0
Car,290,4500,414.0176,21.7
Car,290,4750,448.6178,19.7
Car,290,4750,280.3811,32.0
Car,290,4750,424.6579,21.1
Car,245,3750,199.72411530000002,44.6
Car,245,3750,309.5390395,28.7
Car,245,3875,206.731,43.2
Car,245,3875,332.4166,26.9
Car,185,3625,301.1569,29.7
Car,185,3625,186.5346,47.8
Car,185,3500,293.2051,30.5
Car,185,3500,176.0291,50.8
Car,185,3625,290.3604,30.8
Car,185,3625,179.6677,49.5
Car,185,3500,275.8432,32.1
Car,185,3500,168.1706,52.5
Car,178,3500,244.89779860000002,36.3
Car,178,3500,166.9056483,53.4
Car,159,3750,184.7263,48.0
Car,159,3750,156.6188,56.6
Car,159,3875,157.7761198,56.4
Car,159,3875,186.99751569999998,47.7
Truck,180,3750,364.5972,24.0
Truck,180,3750,248.54,35.2
Truck,180,3750,250.2217,35.1
Truck,180,3750,359.5093212,24.8
Truck,182,3750,348.7806,25.1
Truck,182,3750,249.6096,35.1
Truck,182,3750,338.1645,25.9
Truck,182,3750,245.7515,35.6
Truck,182,3625,340.4476,25.8
Truck,182,3625,221.63,39.4
Truck,182,3625,332.5491,26.3
Truck,182,3625,219.5241,39.8
Truck,164,3750,248.3293,35.3
Truck,164,3750,341.4372159,26.2
Truck,164,3500,298.6871,29.3
Truck,164,3500,217.7611,40.2
Car,201,3250,288.0498,30.4
Car,201,3250,199.5156,43.8
Car,201,3125,281.5449,31.0
Car,201,3125,186.1978,47.1
Car,159,3750,184.6212,48.0
Car,159,3750,156.9982,56.6
Car,159,3875,189.4587,47.0
Car,159,3875,160.5696,55.2
Car,495,4250,457.95,19.5
Car,495,4250,277.25,32.2
Car,380,4250,368.27,24.3
Car,380,4250,235.07,38.0
Car,240,4250,369.06,24.1
Car,240,4250,222.23,40.1
Car,240,4250,335.98,26.4
Car,240,4250,459.7,19.4
Car,240,4250,443.03,20.0
Car,340,4500,389.36,22.8
Car,340,4500,229.35,38.8
Car,510,4500,463.28,13.5
Car,510,4500,271.5,23.0
Car,510,4500,477.17,18.6
Car,510,4500,278.84,31.9
Car,510,4500,483.11,18.4
Car,510,4500,278.38,32.0
Car,510,4500,446.73,14.0
Car,510,4500,262.52,23.8
Car,510,4500,477.17,18.6
Car,510,4500,278.84,31.9
Car,340,4500,444.29,20.0
Car,340,4500,261.38,34.1
Car,340,4250,396.28,22.5
Car,340,4250,234.86,37.9
Car,340,4250,425.95,14.7
Car,340,4250,238.51,26.2
Car,470,4500,483.11,18.4
Car,470,4500,278.38,32.0
Car,340,4750,448.01,19.9
Car,340,4750,261.65,34.0
Car,340,4500,428.89,20.7
Car,340,4500,234.83,37.9
Car,340,4500,444.21,14.1
Car,340,4500,234.1,26.7
Car,385,4250,286.27,30.9
Car,385,4250,454.5,19.4
Car,385,4000,446.73,19.7
Car,385,4000,268.18,32.9
Car,510,4250,484.2,18.4
Car,510,4250,296.18,30.1
Car,510,4250,473.59,18.8
Car,510,4250,295.79,30.1
Truck,240,4500,355.0,25.0
Truck,240,4500,243.0,36.6
Truck,240,4500,406.99,21.8
Truck,240,4500,270.5,32.9
Truck,340,5500,420.89,21.1
Truck,340,5500,282.19,31.5
Truck,240,4250,337.2,26.5
Truck,240,4250,212.6,41.8
Car,138,2875,255.1639,34.3
Car,138,2875,172.1963,50.9
Car,138,2875,250.8674,34.8
Car,138,2875,165.7893,52.7
Car,138,2750,240.5042,36.3
Car,138,2750,158.7337,55.0
Car,138,2875,252.3893,34.7
Car,138,2875,163.219,53.6
Car,138,2875,167.21304719999998,53.3
Car,138,2875,262.423501,34.0
Car,138,2875,255.6351,34.1
Car,138,2875,171.208,51.0
Car,138,2875,253.3168,34.5
Car,138,2875,163.2473,53.5
Car,173,3250,274.8773,32.5
Car,173,3125,276.9733,32.0
Car,166,3250,288.7338,30.3
Car,166,3250,180.5782,48.4
Car,166,3250,282.8472,31.5
Car,145,3125,249.1608214,35.7
Car,145,3125,167.6034233,53.0
Car,145,3125,238.1643,36.6
Car,145,3125,155.166,56.2
Car,145,3125,253.0668,34.5
Car,145,3125,165.1582,53.0
Car,173,3125,276.4371,32.4
Car,173,3125,272.6076,32.5
Car,138,3125,250.4243,35.0
Car,138,3125,176.05599999999998,49.8
Car,138,3000,242.3359,36.2
Car,138,3000,170.1254,51.5
Car,138,3000,260.0282,33.6
Car,138,3000,178.6685,48.9
Car,138,3000,258.5981,33.8
Car,138,3000,175.0418,50.0
Car,293,4000,490.0606,18.1
Car,293,4000,345.7012,25.6
Car,293,4000,418.43,21.0
Car,293,4000,379.00300000000004,23.4
Car,293,4000,236.71,37.5
Car,173,3250,283.6807,31.2
Car,173,3250,173.52599999999998,50.9
Car,173,3250,277.4531,32.2
Car,173,3250,277.2628,32.0
Car,173,3250,168.467,52.8
Car,173,3250,270.195,33.1
Car,166,3250,286.8689,30.9
Car,166,3250,295.3028,29.5
Car,166,3250,177.9269,49.8
Car,166,3250,283.1685,31.3
Car,166,3250,175.41400000000002,50.7
Car,166,3250,271.4901,32.6
Car,145,3125,272.3218,32.6
Car,145,3125,166.5458,53.0
Car,145,3125,162.8462,54.3
Car,145,3125,260.0544,34.1
Car,145,3125,255.13558319999999,34.9
Car,145,3125,160.51125249999998,55.3
Car,145,3125,275.4275,32.2
Car,145,3125,166.8959,53.0
Car,145,3125,268.5215,32.9
Car,145,3125,160.3563,55.4
Car,173,3250,278.7531,31.8
Car,173,3250,184.9423,47.9
Car,173,3250,284.8841,31.0
Car,201,3250,316.2032,27.7
Car,201,3250,215.6159,40.6
Car,201,3250,312.2589,28.1
Car,201,3250,208.37,42.1
Car,173,3125,276.9979,32.0
Car,173,3125,183.6258,48.2
Car,173,3125,278.6561,31.8
Car,173,3125,285.9037,31.0
Car,173,3125,192.3127,46.2
Car,173,3125,278.0762,31.7
Car,201,3250,324.8977,26.9
Car,201,3250,217.905,40.2
Car,201,3375,330.0219,26.9
Car,201,3375,216.7889529,41.1
Car,420,4750,470.3812,18.6
Car,420,4750,275.6736,31.8
Car,274,3875,346.3287,25.3
Car,274,3875,203.0742,43.1
Car,192,3625,316.9818,27.7
Car,192,3625,202.355,43.4
Car,192,3500,311.4563,28.2
Car,192,3500,187.0878,46.9
Car,192,3625,311.5874,28.1
Car,192,3625,198.0,44.3
Car,192,3500,297.7142,29.4
Car,192,3500,181.2143,48.4
Car,311,4500,239.5655333,37.1
Car,311,4500,399.8459602,22.2
Car,138,2875,245.908,35.6
Car,138,2875,161.59799999999998,54.0
Car,138,2750,255.2974,34.3
Car,138,2750,173.1793,50.5
Car,138,2750,249.3776,35.2
Car,138,2750,163.9126,53.4
Car,138,2875,255.4076,34.3
Car,138,2875,169.88987690000002,52.4
Car,138,2875,247.2876,35.4
Car,138,2875,167.9009,52.0
Car,138,2875,242.8045,36.0
Car,138,2875,164.36599999999999,53.3
Truck,276,4750,402.4325,22.3
Truck,276,4750,264.4888,33.9
Truck,276,4750,391.9028,22.8
Truck,276,4750,257.5353,34.7
Truck,276,5000,433.0131,20.7
Truck,276,5000,287.1551,31.2
Car,290,4500,272.6405445,32.7
Car,290,4500,407.0626122,21.9
Car,290,4500,400.7573,22.1
Car,290,4500,269.6432,32.9
Car,290,4250,388.0195,22.9
Car,290,4250,262.1326,33.9
Car,290,4250,382.5991,23.2
Car,290,4250,245.4103,36.3
Car,191,3875,347.7821,25.2
Car,191,3875,231.8047,37.8
Car,191,4000,360.8567,24.3
Car,191,4000,251.2861,34.9
Car,164,3250,298.4447909,29.9
Car,164,3250,205.5858806,43.3
Car,164,3250,301.9803,29.4
Car,164,3250,210.2624,42.2
Car,130,3125,284.5921,30.7
Car,130,3125,207.3508,42.2
Car,130,3125,288.7743,30.3
Car,130,3125,206.9935,42.3
Car,164,3250,208.4274996,42.9
Car,164,3250,287.75777949999997,31.0
Truck,260,3750,243.13857209999998,36.6
Truck,260,3750,345.42181760000005,25.8
Truck,260,3875,374.1645,23.4
Truck,260,3875,257.8835,33.9
Truck,180,3750,362.3031,24.2
Truck,180,3750,245.6073,35.6
Truck,180,3750,357.583,24.5
Truck,180,3750,236.0014,37.2
Truck,182,3750,358.4291,24.5
Truck,182,3750,257.5639,34.0
Truck,182,3750,353.345,24.8
Truck,182,3750,240.7767,36.4
Truck,182,3625,340.7771,25.7
Truck,182,3625,221.0838,39.7
Truck,182,3625,335.0081,26.2
Truck,182,3625,219.60299999999998,39.8
Truck,260,4000,258.1649,34.8
Truck,260,4000,371.0282,24.2
Truck,260,3875,247.9582,36.2
Truck,260,3875,359.9244,24.9
Car,700,4250,784.0,11.2
Car,700,4250,804.0,11.0
Car,700,4000,708.0,12.5
Car,700,4000,392.0,22.7
Car,700,4000,532.0,16.7
Car,700,4250,784.0,11.2
Car,700,4250,744.0,12.0
Car,700,4250,417.95457969999995,21.2
Car,700,4250,771.3893188999999,11.5
Car,700,4250,590.8789552999999,15.0
Car,700,4000,705.0,12.6
Car,700,4000,353.0,25.2
Car,700,4000,527.0,16.8
Car,405,4750,477.1,18.7
Car,405,4750,267.1,33.5
Car,405,4750,477.5,18.7
Car,405,4750,248.6,35.9
Car,345,4750,466.6,19.1
Car,345,4750,266.9,33.5
Car,345,4750,463.6,19.2
Car,345,4750,256.1,34.9
Car,444,4750,560.258,15.9
Car,444,4750,318.61400000000003,28.0
Car,444,4750,573.423,15.6
Car,444,4750,313.164,28.5
Car,454,4500,560.136,15.9
Car,454,4500,311.998,28.6
Car,454,4500,568.004,15.7
Car,454,4500,310.862,28.7
Car,523,4750,541.3,16.5
Car,523,4750,300.4,29.7
Car,523,4750,536.4,16.6
Car,523,4750,283.1,31.4
Car,405,5000,277.59076880000003,31.7
Car,405,5000,474.8168251,18.5
Car,405,5000,483.3,18.4
Car,405,5000,250.5,35.7
Truck,155,3500,263.0,33.7
Truck,155,3500,181.0,48.9
Truck,154,3750,271.0,32.7
Truck,154,3750,204.0,43.4
Truck,155,3625,261.0,33.9
Truck,155,3625,194.0,45.6
Truck,155,3625,257.0,34.4
Truck,155,3625,195.0,45.4
Truck,184,3875,285.0,31.1
Truck,184,3875,208.0,42.6
Truck,184,3875,295.0,30.0
Truck,184,3875,214.0,41.4
Truck,184,3750,282.0,31.4
Truck,184,3750,198.0,44.7
Truck,184,3750,278.0,31.8
Truck,184,3750,280.0,31.6
Truck,184,3750,200.0,44.3
Truck,274,4750,436.44599999999997,20.4
Truck,274,4750,292.68,30.3
Truck,273,4750,406.68,21.8
Truck,273,4750,262.889,33.8
Truck,273,4750,431.101,20.6
Truck,273,4750,271.369,32.8
Car,155,3125,232.0,38.2
Car,155,3125,153.0,58.0
Car,155,3125,236.0,37.6
Car,155,3125,156.0,56.9
Car,184,3250,243.0,36.5
Car,184,3250,160.0,55.4
Car,184,3375,247.0,35.9
Car,184,3375,168.0,52.8
Car,184,3250,159.0,56.2
Car,184,3250,238.0,37.5
Car,184,3375,162.0,55.1
Car,184,3375,242.0,36.9
Car,155,3250,227.0,39.1
Car,155,3250,151.0,58.8
Car,155,3250,230.0,38.6
Car,155,3250,156.0,56.9
Car,184,3250,245.0,36.2
Car,184,3250,161.0,55.1
Car,184,3375,172.7559947,51.6
Car,184,3375,256.164582,34.8
Car,184,3375,254.7088025,35.0
Car,184,3375,177.17954,50.4
Car,184,3250,237.0,37.7
Car,184,3250,156.0,57.3
Car,184,3375,160.2554995,55.8
Car,184,3375,239.8606165,37.2
Car,184,3250,171.3352292,52.2
Car,184,3250,274.69550449999997,32.4
Car,184,3250,178.0653844,50.1
Car,184,3250,270.978954,32.9
Car,157,3750,317.0,28.1
Car,157,3750,214.0,41.7
Car,157,3750,219.9126715,40.3
Car,157,3750,334.6911256,26.4
Car,157,3750,355.449209,24.2
Car,184,3500,274.0,32.3
Car,184,3500,169.0,52.4
Car,184,3500,280.0,31.6
Car,184,3500,175.0,50.6
Car,184,3500,255.0,34.7
Car,184,3500,162.0,54.7
Car,184,3500,271.0,32.7
Car,184,3500,169.50004330000002,52.5
Car,184,3500,158.4972698,56.5
Car,184,3500,243.06750019999998,36.7
Car,184,3500,246.0,36.0
Car,184,3500,155.0,57.2
Car,167,2750,306.0,28.5
Car,167,2750,225.0,38.8
Car,167,2875,324.0,26.9
Car,167,2875,224.0,39.0
Car,158,2875,316.0,27.6
Car,158,2875,217.0,40.2
Car,158,2875,344.0,25.4
Car,158,2875,219.0,39.9
Car,158,2875,323.0,26.9
Car,158,2875,227.0,38.5
Car,158,2875,346.0,25.2
Car,158,2875,227.0,38.4
Car,641,3500,451.9,19.6
Car,641,3500,291.0,30.4
Car,641,3500,397.8,22.1
Car,641,3500,535.1,16.5
Car,641,3500,546.0,16.7
Car,904,3625,550.3,16.1
Car,904,3625,315.5847313,28.2
Car,904,3625,418.9799633,21.2
Car,904,3625,457.12601280000007,19.5
Car,904,3625,526.1,17.3
Car,469,4250,403.61,22.0
Car,469,4250,258.23,34.3
Car,201,3875,323.82,27.3
Car,201,3875,199.96,44.3
Car,241,3750,186.36,47.7
Car,241,3750,277.7,31.9
Car,241,4000,287.05,30.9
Car,241,4000,200.83,44.2
Car,302,4000,350.95,25.3
Car,302,4000,220.32,40.0
Car,302,4000,420.8,21.2
Car,302,4250,362.91,24.5
Car,302,4250,233.29,37.9
Car,329,4000,331.61,26.7
Car,329,4000,221.74,40.0
Car,208,3625,265.6,33.5
Car,208,3625,164.6,54.0
Both,208,3750,285.44,30.9
Both,208,3750,189.1,46.7
Both,208,3750,281.01,22.5
Both,208,3750,189.25,33.5
Car,355,3875,304.65,29.3
Car,355,3875,207.04,43.2
Car,329,4500,346.74,25.5
Car,329,4500,211.42,42.1
Car,329,4500,242.0995605,36.9
Car,329,4500,365.94474069999995,24.3
Car,329,4500,240.2571617,37.2
Car,402,4500,404.89,21.9
Car,402,4500,243.0,36.5
Car,402,4750,268.63,33.1
Car,402,4750,426.54,20.9
Car,550,4750,457.97,19.4
Car,550,4750,292.33,30.3
Both,190,4500,276.53,36.7
Both,190,4500,276.53,36.7
Both,190,4500,276.53,36.7
Both,190,4500,171.23,59.5
Both,190,4500,171.23,59.5
Both,190,4500,171.23,59.5
Both,190,4750,288.85,35.2
Both,190,4750,288.85,35.2
Both,190,4750,288.85,35.2
Both,190,4750,186.3,54.7
Both,190,4750,186.3,54.7
Both,190,4750,186.3,54.7
Car,302,4250,218.7,40.1
Car,302,4250,343.43,25.8
Car,302,4250,335.04,17.2
Car,302,4250,211.38,27.4
Car,302,4500,223.7,39.2
Car,302,4500,358.82,24.7
Car,302,4250,223.5570741,39.7
Car,302,4250,375.0549395,23.7
Car,302,4250,365.2753107,24.4
Car,302,4500,215.18,29.0
Car,302,4500,322.78,19.3
Car,302,4500,341.94,25.9
Car,302,4500,228.8,38.7
Car,302,4750,351.34,25.2
Car,302,4750,238.56,37.1
Car,329,4500,344.95,25.7
Car,329,4500,217.54,40.7
Car,329,4500,342.17,25.8
Car,329,4500,216.32,40.9
Car,329,4250,345.11,25.6
Car,329,4250,212.98,41.4
Car,329,4750,357.58,24.8
Car,329,4750,229.55,38.6
Car,329,4500,349.99,25.2
Car,329,4500,223.8,39.4
Car,329,5000,371.53,23.8
Car,329,5000,238.95,37.1
Car,302,4500,293.7,30.2
Car,302,4500,221.95,40.0
Car,402,4750,414.86,21.5
Car,402,4750,250.25,35.7
Car,402,4500,404.38,22.0
Car,402,4500,242.05,36.8
Car,550,4750,441.43,20.1
Car,550,4750,276.29,31.7
Car,577,5000,465.22,19.1
Car,577,5000,288.75,30.2
Car,577,5000,461.51,19.2
Car,577,5000,292.32,29.8
Truck,382,6000,615.61,14.4
Truck,382,6000,436.84,20.3
Truck,240,6000,280.47,36.3
Truck,240,6000,280.47,36.3
Truck,240,6000,280.47,36.3
Truck,240,6000,423.1,24.0
Truck,240,6000,423.1,24.0
Truck,240,6000,423.1,24.0
Truck,362,6000,421.19,21.1
Truck,362,6000,304.85,29.1
Truck,429,6000,604.77,14.5
Truck,429,6000,537.48,16.6
Truck,429,6000,358.2,24.7
Truck,429,6000,634.79,14.0
Truck,429,6000,532.22,16.7
Truck,536,6000,736.6,12.1
Truck,536,6000,598.79,14.9
Truck,536,6000,429.53,20.7
Truck,536,6000,709.06,12.5
Truck,536,6000,638.69,13.9
Truck,518,6000,652.36,13.6
Truck,518,6000,541.05,16.4
Truck,518,6000,365.5,24.2
Truck,518,6000,642.53,13.8
Truck,518,6000,566.33,15.6
Both,208,3750,275.05,32.0
Both,208,3750,175.53,50.1
Both,208,3875,287.39,30.9
Both,208,3875,196.54,45.0
Both,208,3875,292.24,21.7
Both,208,3875,187.8,33.6
Car,355,3875,302.57,29.2
Car,355,3875,217.38,40.9
Truck,200,4750,217.49,46.9
Truck,200,4750,217.49,46.9
Truck,200,4750,217.49,46.9
Truck,200,4750,324.75,31.3
Truck,200,4750,324.75,31.3
Truck,200,4750,324.75,31.3
Both,302,4500,371.92,24.0
Both,302,4500,250.32,35.7
Both,302,4500,373.5,23.8
Car,302,4500,376.73,23.6
Car,302,4500,251.1,35.5
Car,302,4500,376.68,23.3
Both,302,4500,392.24888930000003,22.8
Both,302,4500,256.9933089,34.7
Both,302,4500,408.1416695,21.8
Truck,302,4500,389.25,22.9
Truck,302,4500,258.22,34.1
Truck,201,5500,233.16,43.7
Truck,201,5500,233.16,43.7
Truck,201,5500,233.16,43.7
Truck,201,5500,344.74,29.5
Truck,201,5500,344.74,29.5
Truck,201,5500,344.74,29.5
Truck,201,5500,388.17,26.2
Truck,201,5500,388.17,26.2
Truck,201,5500,388.17,26.2
Truck,201,5500,445.89,22.8
Truck,201,5500,445.89,22.8
Truck,201,5500,445.89,22.8
Truck,201,5500,471.01,21.6
Truck,201,5500,471.01,21.6
Truck,201,5500,471.01,21.6
Both,302,5000,390.7,22.8
Both,302,5000,271.2,32.8
Both,302,5250,403.82,21.9
Both,302,5250,284.6,31.1
Both,302,5250,382.22,16.3
Both,302,5250,265.87,23.4
Truck,329,5250,395.68,22.4
Truck,329,5250,289.76,30.6
Truck,518,5500,520.54,17.1
Truck,518,5500,365.13,24.4
Truck,518,5500,713.02,12.5
Truck,518,5500,551.62,16.0
Truck,518,5500,647.15,13.8
Car,449,5000,410.66,21.8
Car,449,5000,251.86,35.5
Car,449,5000,390.89,22.8
Car,449,5000,508.49,17.6
Car,449,5000,515.51,17.0
Car,449,5000,374.66,23.7
Car,449,5250,436.0,20.5
Car,449,5250,259.39,34.5
Car,449,5250,390.23,22.8
Car,449,5250,542.09,16.5
Car,449,5250,532.26,16.5
Car,429,5000,435.39,20.4
Car,429,5000,265.99,33.4
Car,436,5500,294.63,30.2
Car,436,5500,210.68,42.3
Car,523,5500,565.9387899000001,15.7
Car,523,5500,306.3946063,29.2
Car,577,5250,565.46,15.6
Car,577,5250,478.99,18.7
Car,577,5250,282.5,31.7
Car,577,5250,578.83,15.4
Car,577,5250,423.93,21.1
Car,577,5000,465.13,19.1
Car,577,5000,275.16,32.2
Car,621,5500,562.9,15.7
Car,621,5500,319.91,27.6
Car,621,5250,316.05503860000005,28.2
Car,621,5250,575.6282878999999,15.5
Car,329,4250,352.39,25.2
Car,329,4250,233.64,37.9
Car,429,4250,404.49,21.9
Car,429,4250,260.91,33.8
Car,536,4500,448.57,19.8
Car,536,4500,275.95,32.2
Car,536,4500,385.12,23.1
Car,536,4500,504.08,17.6
Car,536,4500,565.72,15.7
Car,621,4500,511.74,17.4
Car,621,4500,304.99,29.2
Car,201,3625,308.38,28.9
Car,201,3625,194.06,46.0
Car,201,3625,312.34,28.6
Car,201,3625,195.73,45.6
Car,302,3750,218.81,40.6
Car,302,3750,330.16,26.9
Car,416,3875,372.98,23.9
Car,416,3875,233.71,38.1
Car,416,3875,351.03,25.4
Car,416,3875,466.65,19.0
Car,416,3875,413.25,21.6
Car,563,4000,344.37,25.9
Car,563,4000,557.51,16.0
Car,70,2125,289.23,30.8
Car,70,2125,235.74,36.7
Car,70,2125,151.8317607,58.5
Car,70,2125,197.2247986,45.1
Car,451,4250,546.41,16.3
Car,451,4250,333.09,26.7
Car,148,3250,279.44774,31.5
Car,148,3250,183.21716999999998,48.2
Car,148,3250,267.51846,33.0
Car,148,3250,183.92905,48.0
Car,168,3375,309.35295,28.7
Car,168,3375,203.96331,43.6
Car,168,3375,301.8454522,29.3
Car,168,3375,209.12546909999998,42.4
Car,143,3250,184.23176,47.6
Car,143,3250,262.37943870000004,34.0
Car,291,3875,422.12296,21.0
Car,291,3875,278.29032,31.9
Car,291,4000,426.0291,20.7
Car,291,4000,283.77473,31.1
Car,237,3875,402.69605,21.9
Car,237,3875,254.15928,34.9
Car,168,3500,312.0739856,28.4
Car,168,3500,221.4244545,40.1
Car,74,2375,197.57017,44.5
Car,74,2375,145.49573,60.7
Car,74,2375,138.67102,63.4
Car,74,2375,179.9171549,49.4
Truck,166,3625,277.71965,31.6
Truck,166,3625,204.9471,42.9
Truck,166,3875,290.48767999999995,30.3
Truck,166,3875,214.55972000000003,40.9
Truck,224,4000,341.92211000000003,25.8
Truck,224,4000,226.77512000000002,38.8
Truck,148,3375,291.30131,30.1
Truck,148,3375,212.29167,41.4
Truck,148,3500,270.17596000000003,31.6
Truck,148,3500,192.39054,44.5
Truck,168,3500,295.42098,29.6
Truck,168,3500,216.4332,40.4
Truck,148,3625,279.74055,31.3
Truck,148,3625,204.65413999999998,42.8
Truck,168,3625,303.75361000000004,28.7
Truck,168,3625,226.08964,38.6
Car,301,4250,243.0,36.5
Car,301,4250,187.0,47.6
Car,325,4500,417.0,21.3
